Date,Open,High,Low,Close,Adj Close,Volume
2020-05-28,52.000000,52.000000,48.869999,49.150002,47.830250,412100
2020-05-29,48.150002,49.000000,46.599998,48.180000,47.583344,416600
2020-06-01,48.639999,49.709999,47.990002,48.700001,48.096905,240800
2020-06-02,49.360001,49.810001,48.970001,49.189999,48.580837,202500
2020-06-03,50.000000,51.279999,49.639999,50.349998,49.726471,280700
2020-06-04,49.759998,51.459999,49.439999,51.000000,50.368423,203400
2020-06-05,52.240002,53.139999,51.619999,52.660000,52.007866,380700
2020-06-08,53.380001,55.230000,53.369999,54.160000,53.489288,311800
2020-06-09,53.209999,54.840000,52.900002,54.119999,53.449783,221300
2020-06-10,54.240002,54.240002,52.240002,53.310001,52.649818,315400
2020-06-11,50.910000,51.810001,48.860001,49.220001,48.610466,468700
2020-06-12,51.349998,52.040001,49.130001,50.480000,49.854862,237200
2020-06-15,48.700001,52.230000,48.660000,50.439999,49.815357,403400
2020-06-16,52.410000,52.540001,50.389999,51.320000,50.684460,229500
2020-06-17,51.419998,51.889999,50.389999,50.830002,50.200531,208500
2020-06-18,50.000000,51.580002,49.799999,50.630001,50.003006,157400
2020-06-19,51.040001,51.040001,48.480000,48.590000,47.988266,511900
2020-06-22,48.490002,48.490002,47.750000,48.200001,47.603096,307600
2020-06-23,49.160000,49.689999,48.310001,49.349998,48.738853,302200
2020-06-24,48.709999,48.709999,47.369999,47.389999,46.803127,220400
2020-06-25,47.029999,48.049999,46.750000,47.980000,47.385822,253700
2020-06-26,47.630001,48.959999,47.529999,47.810001,47.217930,464800
2020-06-29,48.500000,49.450001,47.820000,48.320000,47.721611,204600
2020-06-30,47.970001,49.540001,47.970001,48.750000,48.146286,227800
2020-07-01,48.849998,49.400002,48.000000,49.049999,48.442570,308200
2020-07-02,50.180000,50.810001,48.990002,49.160000,48.551208,174800
2020-07-06,50.000000,50.299999,48.880001,49.910000,49.291920,176700
2020-07-07,49.290001,50.580002,48.750000,49.240002,48.630219,330100
2020-07-08,49.200001,49.259998,47.200001,48.040001,47.445080,302200
2020-07-09,48.330002,48.330002,46.320000,46.740002,46.161179,236900
2020-07-10,46.840000,49.279999,46.840000,49.230000,48.620342,270200
2020-07-13,50.000000,50.750000,49.610001,49.750000,49.133904,249000
2020-07-14,49.810001,50.720001,48.610001,49.230000,48.620342,241800
2020-07-15,50.450001,51.349998,49.830002,50.900002,50.269661,271900
2020-07-16,50.779999,51.389999,50.520000,51.119999,50.486935,175000
2020-07-17,51.470001,52.270000,51.169998,51.450001,50.812851,196500
2020-07-20,51.020000,51.450001,49.570000,49.869999,49.252415,182100
2020-07-21,50.490002,51.480000,50.189999,51.369999,50.733841,152100
2020-07-22,51.160000,52.169998,50.880001,52.150002,51.504181,242400
2020-07-23,52.020000,53.580002,51.959999,52.450001,51.800465,185200
2020-07-24,52.509998,53.099998,51.630001,51.930000,51.286907,177100
2020-07-27,52.070000,53.150002,51.860001,52.849998,52.195511,207800
2020-07-28,52.299999,52.860001,51.910000,52.130001,51.484428,211800
2020-07-29,52.560001,52.820000,51.860001,52.810001,52.156010,141000
2020-07-30,51.709999,52.150002,50.950001,51.410000,50.773346,161900
2020-07-31,51.189999,51.189999,50.000000,50.939999,50.309162,232800
2020-08-03,51.470001,52.290001,50.840000,51.980000,51.336285,220100
2020-08-04,51.980000,53.150002,51.880001,52.799999,52.146130,333200
2020-08-05,55.009998,57.470001,53.849998,56.689999,55.987957,443500
2020-08-06,56.310001,57.020000,56.139999,56.990002,56.284245,197800
2020-08-07,56.570000,58.590000,56.500000,58.000000,57.281734,263900
2020-08-10,58.500000,60.560001,58.480000,60.290001,59.543377,300500
2020-08-11,60.750000,61.310001,59.389999,59.669998,58.931053,263500
2020-08-12,60.500000,60.529999,59.270000,59.580002,58.842171,166100
2020-08-13,59.500000,60.000000,59.090000,59.480000,58.743408,155300
2020-08-14,58.549999,59.970001,58.169998,59.730000,58.990311,147300
2020-08-17,60.209999,60.860001,58.889999,59.410000,58.674274,160600
2020-08-18,59.389999,59.529999,57.820000,58.000000,57.281734,224800
2020-08-19,58.070000,59.009998,57.080002,57.099998,56.392879,198300
2020-08-20,56.150002,57.560001,56.150002,57.049999,56.343498,143300
2020-08-21,56.439999,56.660000,55.320000,56.009998,55.316376,139500
2020-08-24,56.570000,57.220001,55.650002,57.119999,56.412632,125700
2020-08-25,57.230000,57.770000,56.330002,57.369999,56.659534,105100
2020-08-26,57.549999,58.049999,57.230000,57.750000,57.034832,137900
2020-08-27,58.110001,58.590000,56.910000,57.500000,56.787926,119100
2020-08-28,58.290001,58.590000,57.330002,58.139999,57.420002,169200
2020-08-31,57.490002,57.849998,56.759998,56.930000,56.930000,233200
2020-09-01,57.000000,57.849998,56.369999,57.740002,57.740002,148400
2020-09-02,57.730000,58.689999,57.560001,58.549999,58.549999,205900
2020-09-03,58.380001,58.810001,56.230000,57.080002,57.080002,231700
2020-09-04,58.000000,58.549999,57.139999,57.849998,57.849998,166200
2020-09-08,57.259998,57.259998,55.830002,56.000000,56.000000,167700
2020-09-09,56.369999,57.410000,55.150002,56.340000,56.340000,222600
2020-09-10,56.470001,56.610001,55.090000,55.110001,55.110001,157000
2020-09-11,55.639999,55.959999,55.029999,55.400002,55.400002,146800
2020-09-14,56.209999,57.860001,56.020000,57.360001,57.360001,140500
2020-09-15,58.049999,58.910000,57.419998,58.240002,58.240002,140100
2020-09-16,58.630001,59.250000,58.070000,58.639999,58.639999,187600
2020-09-17,57.889999,59.529999,57.490002,59.009998,59.009998,156600
2020-09-18,59.529999,60.630001,58.549999,59.610001,59.610001,626500
2020-09-21,58.009998,58.730000,55.410000,56.070000,56.070000,287100
2020-09-22,56.049999,57.000000,55.450001,56.779999,56.779999,165000
2020-09-23,56.279999,57.520000,55.410000,55.470001,55.470001,201700
2020-09-24,55.470001,57.250000,55.230000,56.830002,56.830002,179100
2020-09-25,56.349998,58.049999,56.349998,57.599998,57.599998,218200
2020-09-28,58.090000,59.369999,58.090000,58.959999,58.959999,153200
2020-09-29,58.939999,59.490002,58.220001,58.919998,58.919998,154000
2020-09-30,59.270000,60.509998,58.540001,59.349998,59.349998,241900
2020-10-01,59.189999,59.770000,58.090000,59.720001,59.720001,259300
2020-10-02,58.830002,61.119999,58.250000,60.750000,60.750000,198200
2020-10-05,61.930000,63.099998,61.930000,62.419998,62.419998,283400
2020-10-06,62.939999,64.489998,62.580002,63.160000,63.160000,255800
2020-10-07,64.110001,65.260002,62.340000,63.180000,63.180000,335800
2020-10-08,63.730000,65.139999,63.730000,64.260002,64.260002,136000
2020-10-09,64.500000,64.889999,63.450001,63.840000,63.840000,152900
2020-10-12,63.840000,64.470001,63.310001,63.650002,63.650002,132200
2020-10-13,63.200001,63.299999,62.230000,62.590000,62.590000,163800
2020-10-14,62.750000,63.090000,61.910000,61.990002,61.990002,202000
2020-10-15,61.029999,61.959999,60.200001,61.910000,61.910000,143300
2020-10-16,61.740002,62.570000,61.250000,61.590000,61.590000,131400
2020-10-19,61.919998,62.630001,60.650002,60.750000,60.750000,121300
2020-10-20,60.990002,62.000000,60.500000,60.709999,60.709999,106900
2020-10-21,60.709999,62.500000,60.619999,61.259998,61.259998,119900
2020-10-22,61.340000,62.349998,60.799999,61.930000,61.930000,293700
2020-10-23,62.160000,62.639999,61.279999,61.480000,61.480000,83600
2020-10-26,60.560001,61.060001,59.419998,60.009998,60.009998,280700
2020-10-27,60.310001,60.849998,59.480000,60.700001,60.700001,146900
2020-10-28,59.270000,59.799999,57.750000,59.070000,59.070000,337900
2020-10-29,58.580002,61.119999,57.880001,60.490002,60.490002,188100
2020-10-30,60.470001,61.119999,59.430000,60.380001,60.380001,200400
2020-11-02,61.279999,61.959999,60.410000,61.470001,61.470001,183600
2020-11-03,62.259998,62.900002,61.255001,61.939999,61.939999,98277
